,date,predict_close,vol,close,Greed_Fear_Score,target_date,percent
0,2022-04-28,0.5732,26478803.0,0.6151,-68.11900503983081,2022-04-29,0.0
1,2022-04-29,0.5305,33286020.0,0.5732,-74.49406838799733,2022-04-30,-6.81
2,2022-04-30,0.5463,42906757.0,0.5305,29.78322337417537,2022-05-01,-7.45
3,2022-05-01,0.5332,36862247.0,0.5463,-23.979498444078345,2022-05-02,2.98
4,2022-05-02,0.5018,43132832.0,0.5332,-58.88972243060762,2022-05-03,-2.4
5,2022-05-03,0.5538,58531118.0,0.5018,103.62694300518122,2022-05-04,-5.89
6,2022-05-04,0.4989,49521445.0,0.5538,-99.133261105092,2022-05-05,10.36
7,2022-05-05,0.4941,49050583.0,0.4989,-9.621166566446234,2022-05-06,-9.91
8,2022-05-06,0.4773,32315310.0,0.4941,-34.00121432908315,2022-05-07,-0.96
9,2022-05-07,0.4654,21689049.0,0.4773,-24.93190865283893,2022-05-08,-3.4
10,2022-05-08,0.3966,30098325.0,0.4654,-147.8298238074774,2022-05-09,-2.49
11,2022-05-09,0.3914,67084555.0,0.3966,-13.111447302067528,2022-05-10,-14.78
12,2022-05-10,0.2947,104670548.0,0.3914,-247.06182933060808,2022-05-11,-1.31
13,2022-05-11,0.2953,124853479.0,0.2947,2.035968781811976,2022-05-12,-24.71
14,2022-05-12,0.3195,81542718.0,0.2953,81.95055875380967,2022-05-13,0.2
15,2022-05-13,0.3496,49490384.0,0.3195,94.20970266040692,2022-05-14,8.2
16,2022-05-14,0.3739,36601050.0,0.3496,69.50800915331803,2022-05-15,9.42
