,date,predict_close,vol,close,Greed_Fear_Score,target_date,percent
0,2022-04-28,0.6114,1546067106.0,0.6444,-51.21042830540025,2022-04-29,0.0
1,2022-04-29,0.5871,1962197662.0,0.6114,-39.74484789008848,2022-04-30,-5.12
2,2022-04-30,0.6078,1649221930.0,0.5871,35.25804803270321,2022-05-01,-3.97
3,2022-05-01,0.6143,1657999135.0,0.6078,10.69430733794003,2022-05-02,3.53
4,2022-05-02,0.6048,1687184077.0,0.6143,-15.464756633566584,2022-05-03,1.07
5,2022-05-03,0.6465,1460418466.0,0.6048,68.94841269841264,2022-05-04,-1.55
6,2022-05-04,0.5989,1959359438.0,0.6465,-73.6272235112142,2022-05-05,6.89
7,2022-05-05,0.6026,2183469244.0,0.5989,6.177992987143156,2022-05-06,-7.36
8,2022-05-06,0.5823,2003273389.0,0.6026,-33.687354795884474,2022-05-07,0.62
9,2022-05-07,0.5665,1250412025.0,0.5823,-27.133779838571243,2022-05-08,-3.37
10,2022-05-08,0.4929,1505054300.0,0.5665,-129.92056487202117,2022-05-09,-2.71
11,2022-05-09,0.5136,3297478002.0,0.4929,41.99634814363956,2022-05-10,-12.99
12,2022-05-10,0.4134,3455777036.0,0.5136,-195.0934579439252,2022-05-11,4.2
13,2022-05-11,0.3852,5290247987.0,0.4134,-68.21480406386067,2022-05-12,-19.51
14,2022-05-12,0.4234,4641055357.0,0.3852,99.16926272066462,2022-05-13,-6.82
15,2022-05-13,0.4278,2949331810.0,0.4234,10.392064241851712,2022-05-14,9.92
16,2022-05-14,0.4474,2021953522.0,0.4278,45.8158017765311,2022-05-15,1.04
