,date,predict_close,vol,close,Greed_Fear_Score,target_date,percent
0,2022-04-28,37372.7047704892,33903704907.0,39773.83,-60.36947484088907,2022-04-29,0.0
1,2022-04-29,40897.287221341016,30882994649.0,38609.82,59.24573648209227,2022-04-30,-2.93
2,2022-04-30,35391.718112526345,23895713731.0,37714.88,-61.59801880514143,2022-05-01,-2.32
3,2022-05-01,37876.05810509223,27002760110.0,38469.09,-15.415802528933492,2022-05-02,2.0
4,2022-05-02,36789.44055288915,32922642426.0,38529.33,-45.15753186237213,2022-05-03,0.16
5,2022-05-03,36464.56087047523,27326943244.0,37750.45,-34.06288215172977,2022-05-04,-2.02
6,2022-05-04,37939.81864153221,36754404490.0,39698.37,-44.29782276873812,2022-05-05,5.16
7,2022-05-05,35073.09555166149,43106256317.0,36575.14,-41.0673601888744,2022-05-06,-7.87
8,2022-05-06,32989.58152186706,37795577489.0,36040.92,-84.66316836897995,2022-05-07,-1.46
9,2022-05-07,37158.56002042719,24375896406.0,35501.95,46.66250784610968,2022-05-08,-1.5
10,2022-05-08,34896.64385632952,36763041910.0,34059.26,24.58608485121268,2022-05-09,-4.06
11,2022-05-09,29702.47972506828,63355494961.0,30296.95,-19.621456117916768,2022-05-10,-11.05
12,2022-05-10,30695.89973068257,59811038817.0,31022.91,-10.540928279050354,2022-05-11,2.4
13,2022-05-11,28761.01616795352,70388855818.0,28936.36,-6.0596368045768285,2022-05-12,-6.73
14,2022-05-12,29066.31722528732,66989173272.0,29047.75,0.6391966774471525,2022-05-13,0.38
15,2022-05-13,26986.82344030481,42841124537.0,29283.1,-78.41644360382564,2022-05-14,0.81
16,2022-05-14,33653.59283255919,28579868620.0,30101.27,118.01239059213076,2022-05-15,2.79
